0	19	48.6336	199.041
0	20	48.6293	198.041
0	21	48.6251	197.041
0	22	48.6208	196.041
0	23	48.6166	195.041
0	24	48.6123	194.041
0	25	48.6081	193.041
0	26	48.6038	192.041
0	27	48.5996	191.041
0	28	48.5953	190.041
0	29	48.5911	189.041
0	30	48.5868	188.041
0	31	48.5826	187.041
0	32	48.5783	186.041
0	33	48.5741	185.041
0	34	48.5698	184.041
0	35	48.5656	183.041
0	36	48.5613	182.041
0	37	48.5571	181.041
0	38	48.5528	180.041
0	39	48.5486	179.041
0	40	48.5443	178.041
0	41	48.5401	177.041
0	42	48.5358	176.041
0	43	48.5316	175.041
0	44	48.5273	174.041
0	45	48.5231	173.041
0	46	48.5188	172.041
0	47	48.5146	171.041
0	48	48.5103	170.041
0	49	48.506	169.041
0	50	48.5018	168.041
0	51	48.4975	167.041
0	52	48.4933	166.041
0	53	48.489	165.041
0	54	48.4848	164.041
0	55	48.4805	163.041
0	56	48.4763	162.041
0	57	48.472	161.041
0	58	48.4678	160.041
0	59	48.4635	159.041
0	60	48.4593	158.041
0	61	48.455	157.041
0	62	48.4508	156.041
0	63	48.4465	155.041
0	64	48.4423	154.041
0	65	48.438	153.041
0	66	48.4338	152.041
0	67	48.4295	151.041
0	68	48.4253	150.041
0	69	48.421	149.041
0	70	48.4168	148.041
0	71	48.4125	147.041
0	72	48.4083	146.041
0	73	48.404	145.041
0	74	48.3998	144.041
0	75	48.3955	143.041
0	76	48.3913	142.041
0	77	48.387	141.041
0	78	48.3828	140.041
0	79	48.3785	139.041
0	80	48.3743	138.041
0	81	48.37	137.041
0	82	48.3658	136.041
0	83	48.3615	135.041
0	84	48.3572	134.041
0	85	48.353	133.041
0	86	48.3487	132.041
0	87	48.3445	131.041
0	88	48.3402	130.041
0	89	48.336	129.041
0	90	48.3317	128.042
0	91	48.3275	127.042
0	92	48.3232	126.042
0	93	48.319	125.042
0	94	48.3147	124.042
0	95	48.3105	123.042
0	96	48.3062	122.042
0	97	48.302	121.042
0	98	48.2977	120.042
0	99	48.2935	119.042
0	100	48.2892	118.042
0	101	48.285	117.042
0	102	48.2807	116.042
0	103	48.2765	115.042
0	104	48.2722	114.042
0	105	48.268	113.042
0	106	48.2637	112.042
0	107	48.2595	111.042
0	108	48.2552	110.042
0	109	48.251	109.042
0	110	48.2467	108.042
0	111	48.2425	107.042
0	112	48.2382	106.042
0	113	48.234	105.042
0	114	48.2297	104.042
0	115	48.2255	103.042
0	116	48.2212	102.042
0	117	48.217	101.042
0	118	48.2127	100.042
0	119	48.2084	99.0418
0	120	48.2042	98.0418
0	121	48.1999	97.0418
0	122	48.1957	96.0418
0	123	48.1914	95.0418
0	124	48.1872	94.0418
0	125	48.1829	93.0418
0	126	48.1787	92.0418
0	127	48.1744	91.0418
0	128	48.1702	90.0418
0	129	48.1659	89.0419
0	130	48.1617	88.0419
0	131	48.1574	87.0419
0	132	48.1532	86.0419
0	133	48.1489	85.0419
0	134	48.1447	84.0419
0	135	48.1404	83.0419
0	136	48.1362	82.0419
0	137	48.1319	81.0419
0	138	48.1277	80.0419
0	139	48.1234	79.0419
0	140	48.1192	78.042
0	141	48.1149	77.042
